cohort,var1,var2,pooled_r,sd_r,mean_r,median_r,q05_r,q95_r,ref_r,abs_delta_ref,within_0.05
N300,BW,RACE,0.2296592801037345,0.024024305956645585,0.22981262962724766,0.23272914779219422,0.19124606860116658,0.26894115027113485,0.22837341514503054,0.0012858649587039472,TRUE
N300,BW,SEX,0.28958553399389125,0.023832663568761153,0.29051003093367006,0.2900280381715036,0.25262843135980956,0.32944154022496963,0.2934493057932009,0.0038637717993096343,TRUE
N300,CrCL,BMI,0.49429082682304976,0.026562168182757313,0.49453221843422496,0.4949275258032212,0.45321901489526106,0.539349912985946,0.4951557344365463,8.649076134965572e-4,TRUE
N300,CrCL,BW,0.5842419651558711,0.02467734032258837,0.5844717416969725,0.5851280902406766,0.544904225245973,0.6242761341605658,0.5832354406459398,0.001006524509931328,TRUE
N300,CrCL,CrCL,1,0,1,1,1,1,1,0,TRUE
N300,CrCL,RACE,0.040644790380333626,0.025572764408750635,0.0408030019614529,0.03900021889274524,-0.0019474426450329476,0.08280463111266484,0.039662897722010836,9.818926583227902e-4,TRUE
N300,CrCL,SEX,0.084155636686555,0.026468587441990137,0.08434874594717193,0.0877708308310415,0.041517930286606976,0.12347908176722265,0.08076041586287484,0.003395220823680156,TRUE
N300,RACE,BMI,0.1815524292114595,0.023651382736727334,0.18165592131510255,0.1817467139148988,0.1421197480136987,0.22092882381158008,0.179124119264698,0.002428309946761492,TRUE
N300,RACE,BW,0.2296592801037345,0.024024305956645585,0.22981262962724766,0.23272914779219422,0.19124606860116658,0.26894115027113485,0.22837341514503054,0.0012858649587039472,TRUE
N300,RACE,CrCL,0.040644790380333626,0.025572764408750635,0.0408030019614529,0.03900021889274524,-0.0019474426450329476,0.08280463111266484,0.039662897722010836,9.818926583227902e-4,TRUE
N300,RACE,RACE,1,0,1,1,1,1,1,0,TRUE
N300,RACE,SEX,2.6777493883397684e-4,0.028276104934885037,3.3052123764941796e-4,0.001977508343150039,-0.043313264862810216,0.0444554224474387,0.0024812453206723355,0.0022134703818383586,TRUE
N300,SEX,BMI,-0.045101645269650555,0.025386488788856926,-0.045318669913361066,-0.04812302416986819,-0.08587847336663326,7.150461462687389e-4,-0.0402288449790899,0.0048728002905606554,TRUE
N300,SEX,BW,0.28958553399389125,0.023832663568761153,0.29051003093367006,0.2900280381715036,0.25262843135980956,0.32944154022496963,0.2934493057932009,0.0038637717993096343,TRUE
N300,SEX,CrCL,0.084155636686555,0.026468587441990137,0.08434874594717193,0.0877708308310415,0.041517930286606976,0.12347908176722265,0.08076041586287484,0.003395220823680156,TRUE
N300,SEX,RACE,2.6777493883397684e-4,0.028276104934885037,3.3052123764941796e-4,0.001977508343150039,-0.043313264862810216,0.0444554224474387,0.0024812453206723355,0.0022134703818383586,TRUE
N300,SEX,SEX,1,0,1,1,1,1,1,0,TRUE
