sample_N,scenario,structure,estimator,outer_opt,var,covar,shape,n_datasets,is_true,n_detected,detection_rate,n_TP,n_FN,n_FP
40,9,advan4,nonmem_scm,focei,VC,BMI,exp,1,FALSE,1,1,0,0,1
40,9,advan4,nonmem_scm,focei,VC,BMI,power,3,FALSE,3,1,0,0,3
40,9,advan4,nonmem_scm,focei,VC,BW,power,1,FALSE,1,1,0,0,1
40,9,advan4,nonmem_scm,focei,VC,CRCL,exp,2,FALSE,2,1,0,0,2
40,9,advan4,nonmem_scm,focei,VC,CRCL,power,2,FALSE,2,1,0,0,2
40,9,advan4,nonmem_scm,focei,VC,RACE,cat,1,FALSE,1,1,0,0,1
40,10,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,37,0.37,37,63,0
40,10,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,71,0.71,71,29,0
40,10,advan4,nonmem_scm,focei,CL,BMI,exp,5,FALSE,5,1,0,0,5
40,10,advan4,nonmem_scm,focei,CL,BMI,power,15,FALSE,15,1,0,0,15
40,10,advan4,nonmem_scm,focei,CL,BW,exp,27,FALSE,27,1,0,0,27
40,10,advan4,nonmem_scm,focei,CL,CRCL,exp,2,FALSE,2,1,0,0,2
40,10,advan4,nonmem_scm,focei,CL,CRCL,power,5,FALSE,5,1,0,0,5
40,10,advan4,nonmem_scm,focei,CL,RACE,cat,1,FALSE,1,1,0,0,1
40,10,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
40,10,advan4,nonmem_scm,focei,VC,BMI,exp,3,FALSE,3,1,0,0,3
40,10,advan4,nonmem_scm,focei,VC,BMI,power,2,FALSE,2,1,0,0,2
40,10,advan4,nonmem_scm,focei,VC,BW,exp,1,FALSE,1,1,0,0,1
40,10,advan4,nonmem_scm,focei,VC,BW,power,2,FALSE,2,1,0,0,2
40,10,advan4,nonmem_scm,focei,VC,CRCL,exp,3,FALSE,3,1,0,0,3
40,10,advan4,nonmem_scm,focei,VC,CRCL,power,3,FALSE,3,1,0,0,3
40,10,advan4,nonmem_scm,focei,VC,RACE,cat,1,FALSE,1,1,0,0,1
40,11,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,51,0.51,51,49,0
40,11,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,50,0.5,50,50,0
40,11,advan4,nonmem_scm,focei,CL,BMI,exp,8,FALSE,8,1,0,0,8
40,11,advan4,nonmem_scm,focei,CL,BMI,power,14,FALSE,14,1,0,0,14
40,11,advan4,nonmem_scm,focei,CL,BW,exp,25,FALSE,25,1,0,0,25
40,11,advan4,nonmem_scm,focei,CL,CRCL,exp,2,FALSE,2,1,0,0,2
40,11,advan4,nonmem_scm,focei,CL,CRCL,power,2,FALSE,2,1,0,0,2
40,11,advan4,nonmem_scm,focei,CL,RACE,cat,4,FALSE,4,1,0,0,4
40,11,advan4,nonmem_scm,focei,CL,SEX,cat,3,FALSE,3,1,0,0,3
40,11,advan4,nonmem_scm,focei,VC,BMI,exp,7,FALSE,7,1,0,0,7
40,11,advan4,nonmem_scm,focei,VC,BMI,power,10,FALSE,10,1,0,0,10
40,11,advan4,nonmem_scm,focei,VC,BW,exp,24,FALSE,24,1,0,0,24
40,11,advan4,nonmem_scm,focei,VC,CRCL,exp,3,FALSE,3,1,0,0,3
40,11,advan4,nonmem_scm,focei,VC,CRCL,power,4,FALSE,4,1,0,0,4
40,11,advan4,nonmem_scm,focei,VC,SEX,cat,2,FALSE,2,1,0,0,2
40,12,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,45,0.45,45,55,0
40,12,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,42,0.42,42,58,0
40,12,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,74,0.74,74,26,0
40,12,advan4,nonmem_scm,focei,CL,BMI,exp,4,FALSE,4,1,0,0,4
40,12,advan4,nonmem_scm,focei,CL,BMI,power,10,FALSE,10,1,0,0,10
40,12,advan4,nonmem_scm,focei,CL,BW,exp,27,FALSE,27,1,0,0,27
40,12,advan4,nonmem_scm,focei,CL,CRCL,exp,1,FALSE,1,1,0,0,1
40,12,advan4,nonmem_scm,focei,CL,CRCL,power,3,FALSE,3,1,0,0,3
40,12,advan4,nonmem_scm,focei,CL,RACE,cat,1,FALSE,1,1,0,0,1
40,12,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
40,12,advan4,nonmem_scm,focei,VC,BMI,exp,11,FALSE,11,1,0,0,11
40,12,advan4,nonmem_scm,focei,VC,BMI,power,10,FALSE,10,1,0,0,10
40,12,advan4,nonmem_scm,focei,VC,BW,exp,26,FALSE,26,1,0,0,26
40,12,advan4,nonmem_scm,focei,VC,CRCL,exp,3,FALSE,3,1,0,0,3
40,12,advan4,nonmem_scm,focei,VC,CRCL,power,5,FALSE,5,1,0,0,5
40,12,advan4,nonmem_scm,focei,VC,RACE,cat,1,FALSE,1,1,0,0,1
40,13,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,36,0.36,36,64,0
40,13,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,60,0.6,60,40,0
40,13,advan4,nonmem_scm,focei,CL,BMI,exp,6,FALSE,6,1,0,0,6
40,13,advan4,nonmem_scm,focei,CL,BMI,power,6,FALSE,6,1,0,0,6
40,13,advan4,nonmem_scm,focei,CL,BW,exp,27,FALSE,27,1,0,0,27
40,13,advan4,nonmem_scm,focei,CL,CRCL,exp,19,FALSE,19,1,0,0,19
40,13,advan4,nonmem_scm,focei,CL,RACE,cat,4,FALSE,4,1,0,0,4
40,13,advan4,nonmem_scm,focei,CL,SEX,cat,2,FALSE,2,1,0,0,2
40,13,advan4,nonmem_scm,focei,VC,BMI,power,4,FALSE,4,1,0,0,4
40,13,advan4,nonmem_scm,focei,VC,BW,exp,1,FALSE,1,1,0,0,1
40,13,advan4,nonmem_scm,focei,VC,BW,power,1,FALSE,1,1,0,0,1
40,13,advan4,nonmem_scm,focei,VC,CRCL,exp,2,FALSE,2,1,0,0,2
40,13,advan4,nonmem_scm,focei,VC,CRCL,power,2,FALSE,2,1,0,0,2
40,14,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,42,0.42,42,58,0
40,14,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,57,0.57,57,43,0
40,14,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,78,0.78,78,22,0
40,14,advan4,nonmem_scm,focei,CL,BMI,exp,7,FALSE,7,1,0,0,7
40,14,advan4,nonmem_scm,focei,CL,BMI,power,13,FALSE,13,1,0,0,13
40,14,advan4,nonmem_scm,focei,CL,BW,exp,16,FALSE,16,1,0,0,16
40,14,advan4,nonmem_scm,focei,CL,CRCL,exp,26,FALSE,26,1,0,0,26
40,14,advan4,nonmem_scm,focei,CL,RACE,cat,1,FALSE,1,1,0,0,1
40,14,advan4,nonmem_scm,focei,CL,SEX,cat,3,FALSE,3,1,0,0,3
40,14,advan4,nonmem_scm,focei,VC,BMI,exp,1,FALSE,1,1,0,0,1
40,14,advan4,nonmem_scm,focei,VC,BW,exp,2,FALSE,2,1,0,0,2
40,14,advan4,nonmem_scm,focei,VC,BW,power,2,FALSE,2,1,0,0,2
40,14,advan4,nonmem_scm,focei,VC,CRCL,power,3,FALSE,3,1,0,0,3
40,15,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,41,0.41,41,59,0
40,15,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,58,0.58,58,42,0
40,15,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,44,0.44,44,56,0
