sample_N,scenario,structure,estimator,outer_opt,n_total,n_ok_status,Converged_pct,ConvergedStrict_pct,CovStep_pct,CovDone_pct,CNBelowCutoff_pct,MinSuc_pct,EstBnd_pct,MedCN,MaxCN,P90CN,MedObjF,MedNSelected,MedWallBase_sec,MedWallScm_sec,MedWallRefit_sec,MedWallTotal_sec,MedWallTotal_min,MedCpuTotal_sec,MedHogFactor,scm_workers,rx_threads
80,1,advan4,nonmem_scm,focei,100,92,92,43,53,53,45,92,8,26.3302752293578,236227.54491017963,2214.310697251876,-1535.8955623719912,0,NA,NA,NA,65.67949999999999,1.094658333333333,100.795,1.5895,NA,NA
80,2,advan4,nonmem_scm,focei,100,79,79,33,50,50,46,79,21,62.68829281183932,338695.652173913,816.9013470808661,-1549.9812182671703,1,NA,NA,NA,100.363,1.6727166666666666,185.26,1.8945,NA,NA
80,3,advan4,nonmem_scm,focei,100,92,92,36,52,52,42,92,8,80.09976860656778,41319.14893617022,6777.021276595739,-1547.3378751611904,1,NA,NA,NA,101.2875,1.688125,188.55,1.909,NA,NA
80,4,advan4,nonmem_scm,focei,100,89,89,33,45,45,36,89,11,128.698224852071,1474015.7480314958,12856.721056721071,-1557.987898232684,2,NA,NA,NA,150.572,2.509533333333333,273.21500000000003,2.0885,NA,NA
80,5,advan4,nonmem_scm,focei,100,88,88,34,50,50,41,88,12,56.01856526377249,7817391.304347826,5242.608176069312,-1564.6966072729062,1,NA,NA,NA,129.386,2.156433333333333,192.095,1.8865,NA,NA
80,6,advan4,nonmem_scm,focei,100,79,79,31,44,44,39,79,21,106.8811415876271,33869.73180076628,1174.3523029785545,-1562.8045294350172,2,NA,NA,NA,136.4475,2.2741249999999997,270.065,2.0665,NA,NA
80,7,advan4,nonmem_scm,focei,100,84,84,26,39,39,32,84,16,72.43589743589743,64675.32467532468,4649.602618045823,-1552.8164810328467,2,NA,NA,NA,178.4615,2.9743583333333334,273.82,1.5605,NA,NA
80,8,advan4,nonmem_scm,focei,100,79,79,26,52,52,33,79,21,222.83379247015617,2862068.9655172415,25829.047722815423,-1564.918340703938,3,NA,NA,NA,194.8425,3.247375,346.53999999999996,2.0935,NA,NA
80,9,advan4,nonmem_scm,focei,100,73,73,19,39,39,27,73,27,176.60550458715596,76697.24770642201,36627.66798418972,-1605.214100274122,1,NA,NA,NA,137.1815,2.2863583333333333,236.21,1.87,NA,NA
80,10,advan4,nonmem_scm,focei,100,77,77,22,32,32,24,77,23,138.65520023470737,223820.22471910116,13436.689380568903,-1613.0929204945492,2,NA,NA,NA,132.3295,2.205491666666666,271.53999999999996,2.069,NA,NA
80,11,advan4,nonmem_scm,focei,100,81,81,24,37,37,30,81,19,172.8434504792332,239036.14457831325,1627.2472625413798,-1611.5839332474975,2,NA,NA,NA,136.39749999999998,2.2732916666666663,271.885,2.0665,NA,NA
80,12,advan4,nonmem_scm,focei,100,82,82,24,35,35,28.999999999999996,82,18,111.3289760348584,2040816.3265306123,2534.108527131784,-1599.617275823845,3,NA,NA,NA,165.5655,2.759425,345.53499999999997,2.1645000000000003,NA,NA
80,13,advan4,nonmem_scm,focei,100,87,87,19,30,30,23,87,13,116.3828790127314,705072.463768116,11154.193710481224,-1643.2759175270644,2,NA,NA,NA,131.90949999999998,2.1984916666666665,272.25,2.1050000000000004,NA,NA
80,14,advan4,nonmem_scm,focei,100,79,79,20,32,32,24,79,21,127.9609989736572,164788.7323943662,2915.937248592116,-1631.4317931376063,3,NA,NA,NA,204.2165,3.403608333333333,353.24,2.0495,NA,NA
80,15,advan4,nonmem_scm,focei,100,74,74,25,34,34,27,74,26,231.8877551020408,339563.8629283489,6506.044252563406,-1628.683646829209,3,NA,NA,NA,234.415,3.906916666666667,365.335,1.551,NA,NA
80,16,advan4,nonmem_scm,focei,100,72,72,12,24,24,17,72,28.000000000000004,296.2962962962963,795620.4379562044,68133.67373658024,-1629.436525470693,4,NA,NA,NA,276.012,4.6002,423.085,1.547,NA,NA
