sample_N,scenario,structure,var,covar,shape,n_datasets,is_true,n_detected,detection_rate,n_TP,n_FN,n_FP
40,13,linCmt,vc,CrCL,lin,4,FALSE,4,1,0,0,4
40,13,linCmt,vc,CrCL,power,5,FALSE,5,1,0,0,5
40,13,linCmt,vc,RACE,cat,3,FALSE,3,1,0,0,3
40,13,linCmt,vc,SEX,cat,1,FALSE,1,1,0,0,1
40,13,ode,cl,BW,power,100,TRUE,33,0.33,33,67,0
40,13,ode,cl,CrCL,power,100,TRUE,71,0.71,71,29,0
40,13,ode,cl,BMI,lin,18,FALSE,18,1,0,0,18
40,13,ode,cl,BMI,power,11,FALSE,11,1,0,0,11
40,13,ode,cl,BW,lin,32,FALSE,32,1,0,0,32
40,13,ode,cl,CrCL,lin,23,FALSE,23,1,0,0,23
40,13,ode,cl,RACE,cat,13,FALSE,13,1,0,0,13
40,13,ode,cl,SEX,cat,13,FALSE,13,1,0,0,13
40,13,ode,vc,BMI,lin,3,FALSE,3,1,0,0,3
40,13,ode,vc,BMI,power,7,FALSE,7,1,0,0,7
40,13,ode,vc,BW,lin,5,FALSE,5,1,0,0,5
40,13,ode,vc,BW,power,3,FALSE,3,1,0,0,3
40,13,ode,vc,CrCL,lin,4,FALSE,4,1,0,0,4
40,13,ode,vc,CrCL,power,4,FALSE,4,1,0,0,4
40,13,ode,vc,RACE,cat,2,FALSE,2,1,0,0,2
40,13,ode,vc,SEX,cat,2,FALSE,2,1,0,0,2
40,14,linCmt,cl,BW,power,100,TRUE,50,0.5,50,50,0
40,14,linCmt,cl,CrCL,power,100,TRUE,61,0.61,61,39,0
40,14,linCmt,vc,SEX,cat,100,TRUE,89,0.89,89,11,0
40,14,linCmt,cl,BMI,lin,8,FALSE,8,1,0,0,8
40,14,linCmt,cl,BMI,power,12,FALSE,12,1,0,0,12
40,14,linCmt,cl,BW,lin,22,FALSE,22,1,0,0,22
40,14,linCmt,cl,CrCL,lin,30,FALSE,30,1,0,0,30
40,14,linCmt,cl,RACE,cat,10,FALSE,10,1,0,0,10
40,14,linCmt,cl,SEX,cat,10,FALSE,10,1,0,0,10
40,14,linCmt,vc,BMI,lin,7,FALSE,7,1,0,0,7
40,14,linCmt,vc,BMI,power,4,FALSE,4,1,0,0,4
40,14,linCmt,vc,BW,lin,8,FALSE,8,1,0,0,8
40,14,linCmt,vc,BW,power,8,FALSE,8,1,0,0,8
40,14,linCmt,vc,CrCL,lin,1,FALSE,1,1,0,0,1
40,14,linCmt,vc,CrCL,power,5,FALSE,5,1,0,0,5
40,14,linCmt,vc,RACE,cat,3,FALSE,3,1,0,0,3
40,14,ode,cl,BW,power,100,TRUE,50,0.5,50,50,0
40,14,ode,cl,CrCL,power,100,TRUE,61,0.61,61,39,0
40,14,ode,vc,SEX,cat,100,TRUE,88,0.88,88,12,0
40,14,ode,cl,BMI,lin,9,FALSE,9,1,0,0,9
40,14,ode,cl,BMI,power,11,FALSE,11,1,0,0,11
40,14,ode,cl,BW,lin,22,FALSE,22,1,0,0,22
40,14,ode,cl,CrCL,lin,30,FALSE,30,1,0,0,30
40,14,ode,cl,RACE,cat,10,FALSE,10,1,0,0,10
40,14,ode,cl,SEX,cat,10,FALSE,10,1,0,0,10
40,14,ode,vc,BMI,lin,6,FALSE,6,1,0,0,6
40,14,ode,vc,BMI,power,3,FALSE,3,1,0,0,3
40,14,ode,vc,BW,lin,6,FALSE,6,1,0,0,6
40,14,ode,vc,BW,power,8,FALSE,8,1,0,0,8
40,14,ode,vc,CrCL,lin,1,FALSE,1,1,0,0,1
40,14,ode,vc,CrCL,power,6,FALSE,6,1,0,0,6
40,14,ode,vc,RACE,cat,3,FALSE,3,1,0,0,3
40,15,linCmt,cl,BW,power,100,TRUE,49,0.49,49,51,0
40,15,linCmt,cl,CrCL,power,100,TRUE,61,0.61,61,39,0
40,15,linCmt,vc,BW,power,100,TRUE,44,0.44,44,56,0
40,15,linCmt,cl,BMI,lin,7,FALSE,7,1,0,0,7
40,15,linCmt,cl,BMI,power,7,FALSE,7,1,0,0,7
40,15,linCmt,cl,BW,lin,28,FALSE,28,1,0,0,28
40,15,linCmt,cl,CrCL,lin,31,FALSE,31,1,0,0,31
40,15,linCmt,cl,RACE,cat,11,FALSE,11,1,0,0,11
40,15,linCmt,cl,SEX,cat,11,FALSE,11,1,0,0,11
40,15,linCmt,vc,BMI,lin,7,FALSE,7,1,0,0,7
40,15,linCmt,vc,BMI,power,13,FALSE,13,1,0,0,13
40,15,linCmt,vc,BW,lin,36,FALSE,36,1,0,0,36
40,15,linCmt,vc,CrCL,lin,3,FALSE,3,1,0,0,3
40,15,linCmt,vc,CrCL,power,2,FALSE,2,1,0,0,2
40,15,linCmt,vc,RACE,cat,6,FALSE,6,1,0,0,6
40,15,linCmt,vc,SEX,cat,3,FALSE,3,1,0,0,3
40,15,ode,cl,BW,power,100,TRUE,49,0.49,49,51,0
40,15,ode,cl,CrCL,power,100,TRUE,61,0.61,61,39,0
40,15,ode,vc,BW,power,100,TRUE,42,0.42,42,58,0
40,15,ode,cl,BMI,lin,7,FALSE,7,1,0,0,7
40,15,ode,cl,BMI,power,7,FALSE,7,1,0,0,7
40,15,ode,cl,BW,lin,28,FALSE,28,1,0,0,28
40,15,ode,cl,CrCL,lin,31,FALSE,31,1,0,0,31
40,15,ode,cl,RACE,cat,11,FALSE,11,1,0,0,11
40,15,ode,cl,SEX,cat,11,FALSE,11,1,0,0,11
40,15,ode,vc,BMI,lin,8,FALSE,8,1,0,0,8
40,15,ode,vc,BMI,power,13,FALSE,13,1,0,0,13
40,15,ode,vc,BW,lin,37,FALSE,37,1,0,0,37
40,15,ode,vc,CrCL,lin,4,FALSE,4,1,0,0,4
40,15,ode,vc,CrCL,power,2,FALSE,2,1,0,0,2
40,15,ode,vc,RACE,cat,6,FALSE,6,1,0,0,6
40,15,ode,vc,SEX,cat,4,FALSE,4,1,0,0,4
40,16,linCmt,cl,BW,power,100,TRUE,47,0.47,47,53,0
40,16,linCmt,cl,CrCL,power,100,TRUE,65,0.65,65,35,0
40,16,linCmt,vc,BW,power,100,TRUE,49,0.49,49,51,0
40,16,linCmt,vc,SEX,cat,100,TRUE,82,0.82,82,18,0
40,16,linCmt,cl,BMI,lin,12,FALSE,12,1,0,0,12
40,16,linCmt,cl,BMI,power,9,FALSE,9,1,0,0,9
40,16,linCmt,cl,BW,lin,22,FALSE,22,1,0,0,22
40,16,linCmt,cl,CrCL,lin,20,FALSE,20,1,0,0,20
40,16,linCmt,cl,RACE,cat,9,FALSE,9,1,0,0,9
40,16,linCmt,cl,SEX,cat,12,FALSE,12,1,0,0,12
40,16,linCmt,vc,BMI,lin,7,FALSE,7,1,0,0,7
40,16,linCmt,vc,BMI,power,20,FALSE,20,1,0,0,20
40,16,linCmt,vc,BW,lin,29,FALSE,29,1,0,0,29
40,16,linCmt,vc,CrCL,lin,3,FALSE,3,1,0,0,3
40,16,linCmt,vc,CrCL,power,1,FALSE,1,1,0,0,1
40,16,linCmt,vc,RACE,cat,5,FALSE,5,1,0,0,5
40,16,ode,cl,BW,power,100,TRUE,47,0.47,47,53,0
40,16,ode,cl,CrCL,power,100,TRUE,65,0.65,65,35,0
40,16,ode,vc,BW,power,100,TRUE,49,0.49,49,51,0
40,16,ode,vc,SEX,cat,100,TRUE,82,0.82,82,18,0
40,16,ode,cl,BMI,lin,12,FALSE,12,1,0,0,12
40,16,ode,cl,BMI,power,9,FALSE,9,1,0,0,9
40,16,ode,cl,BW,lin,22,FALSE,22,1,0,0,22
40,16,ode,cl,CrCL,lin,20,FALSE,20,1,0,0,20
40,16,ode,cl,RACE,cat,8,FALSE,8,1,0,0,8
40,16,ode,cl,SEX,cat,12,FALSE,12,1,0,0,12
40,16,ode,vc,BMI,lin,7,FALSE,7,1,0,0,7
40,16,ode,vc,BMI,power,20,FALSE,20,1,0,0,20
40,16,ode,vc,BW,lin,29,FALSE,29,1,0,0,29
40,16,ode,vc,CrCL,lin,4,FALSE,4,1,0,0,4
40,16,ode,vc,CrCL,power,1,FALSE,1,1,0,0,1
40,16,ode,vc,RACE,cat,5,FALSE,5,1,0,0,5
80,1,linCmt,cl,BMI,lin,1,FALSE,1,1,0,0,1
80,1,linCmt,cl,BMI,power,2,FALSE,2,1,0,0,2
80,1,linCmt,cl,BW,lin,3,FALSE,3,1,0,0,3
80,1,linCmt,cl,BW,power,2,FALSE,2,1,0,0,2
80,1,linCmt,cl,CrCL,lin,3,FALSE,3,1,0,0,3
80,1,linCmt,cl,CrCL,power,4,FALSE,4,1,0,0,4
80,1,linCmt,cl,RACE,cat,1,FALSE,1,1,0,0,1
80,1,linCmt,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,1,linCmt,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,1,linCmt,vc,BMI,power,4,FALSE,4,1,0,0,4
80,1,linCmt,vc,BW,lin,2,FALSE,2,1,0,0,2
80,1,linCmt,vc,BW,power,1,FALSE,1,1,0,0,1
80,1,linCmt,vc,CrCL,power,2,FALSE,2,1,0,0,2
80,1,linCmt,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,1,linCmt,vc,SEX,cat,2,FALSE,2,1,0,0,2
80,1,ode,cl,BMI,lin,1,FALSE,1,1,0,0,1
80,1,ode,cl,BMI,power,2,FALSE,2,1,0,0,2
80,1,ode,cl,BW,lin,3,FALSE,3,1,0,0,3
80,1,ode,cl,BW,power,2,FALSE,2,1,0,0,2
80,1,ode,cl,CrCL,lin,3,FALSE,3,1,0,0,3
80,1,ode,cl,CrCL,power,4,FALSE,4,1,0,0,4
80,1,ode,cl,RACE,cat,1,FALSE,1,1,0,0,1
80,1,ode,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,1,ode,vc,BMI,lin,2,FALSE,2,1,0,0,2
80,1,ode,vc,BMI,power,3,FALSE,3,1,0,0,3
80,1,ode,vc,BW,lin,2,FALSE,2,1,0,0,2
80,1,ode,vc,BW,power,1,FALSE,1,1,0,0,1
80,1,ode,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,1,ode,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,1,ode,vc,SEX,cat,2,FALSE,2,1,0,0,2
80,2,linCmt,vc,SEX,cat,100,TRUE,98,0.98,98,2,0
80,2,linCmt,cl,BMI,lin,3,FALSE,3,1,0,0,3
80,2,linCmt,cl,BMI,power,2,FALSE,2,1,0,0,2
80,2,linCmt,cl,BW,lin,2,FALSE,2,1,0,0,2
80,2,linCmt,cl,BW,power,1,FALSE,1,1,0,0,1
80,2,linCmt,cl,CrCL,lin,2,FALSE,2,1,0,0,2
80,2,linCmt,cl,CrCL,power,4,FALSE,4,1,0,0,4
80,2,linCmt,cl,RACE,cat,3,FALSE,3,1,0,0,3
80,2,linCmt,cl,SEX,cat,4,FALSE,4,1,0,0,4
80,2,linCmt,vc,BMI,power,3,FALSE,3,1,0,0,3
80,2,linCmt,vc,BW,power,3,FALSE,3,1,0,0,3
80,2,linCmt,vc,CrCL,lin,4,FALSE,4,1,0,0,4
80,2,linCmt,vc,CrCL,power,1,FALSE,1,1,0,0,1
80,2,linCmt,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,2,ode,vc,SEX,cat,100,TRUE,98,0.98,98,2,0
80,2,ode,cl,BMI,lin,3,FALSE,3,1,0,0,3
80,2,ode,cl,BMI,power,2,FALSE,2,1,0,0,2
80,2,ode,cl,BW,lin,2,FALSE,2,1,0,0,2
80,2,ode,cl,BW,power,1,FALSE,1,1,0,0,1
80,2,ode,cl,CrCL,lin,2,FALSE,2,1,0,0,2
80,2,ode,cl,CrCL,power,4,FALSE,4,1,0,0,4
80,2,ode,cl,RACE,cat,3,FALSE,3,1,0,0,3
80,2,ode,cl,SEX,cat,4,FALSE,4,1,0,0,4
80,2,ode,vc,BMI,power,3,FALSE,3,1,0,0,3
80,2,ode,vc,BW,power,3,FALSE,3,1,0,0,3
80,2,ode,vc,CrCL,lin,4,FALSE,4,1,0,0,4
80,2,ode,vc,CrCL,power,1,FALSE,1,1,0,0,1
80,2,ode,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,3,linCmt,vc,BW,power,100,TRUE,48,0.48,48,52,0
80,3,linCmt,cl,BMI,lin,3,FALSE,3,1,0,0,3
80,3,linCmt,cl,BMI,power,2,FALSE,2,1,0,0,2
80,3,linCmt,cl,BW,lin,2,FALSE,2,1,0,0,2
80,3,linCmt,cl,BW,power,1,FALSE,1,1,0,0,1
80,3,linCmt,cl,CrCL,lin,4,FALSE,4,1,0,0,4
80,3,linCmt,cl,CrCL,power,5,FALSE,5,1,0,0,5
80,3,linCmt,cl,RACE,cat,4,FALSE,4,1,0,0,4
80,3,linCmt,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,3,linCmt,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,3,linCmt,vc,BMI,power,5,FALSE,5,1,0,0,5
80,3,linCmt,vc,BW,lin,46,FALSE,46,1,0,0,46
80,3,linCmt,vc,CrCL,lin,2,FALSE,2,1,0,0,2
80,3,linCmt,vc,CrCL,power,5,FALSE,5,1,0,0,5
80,3,linCmt,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,3,linCmt,vc,SEX,cat,2,FALSE,2,1,0,0,2
80,3,ode,vc,BW,power,100,TRUE,49,0.49,49,51,0
80,3,ode,cl,BMI,lin,2,FALSE,2,1,0,0,2
80,3,ode,cl,BMI,power,3,FALSE,3,1,0,0,3
80,3,ode,cl,BW,lin,2,FALSE,2,1,0,0,2
80,3,ode,cl,BW,power,1,FALSE,1,1,0,0,1
80,3,ode,cl,CrCL,lin,4,FALSE,4,1,0,0,4
80,3,ode,cl,CrCL,power,5,FALSE,5,1,0,0,5
80,3,ode,cl,RACE,cat,5,FALSE,5,1,0,0,5
80,3,ode,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,3,ode,vc,BMI,lin,2,FALSE,2,1,0,0,2
80,3,ode,vc,BMI,power,4,FALSE,4,1,0,0,4
80,3,ode,vc,BW,lin,45,FALSE,45,1,0,0,45
80,3,ode,vc,CrCL,lin,2,FALSE,2,1,0,0,2
80,3,ode,vc,CrCL,power,5,FALSE,5,1,0,0,5
80,3,ode,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,3,ode,vc,SEX,cat,1,FALSE,1,1,0,0,1
80,4,linCmt,vc,BW,power,100,TRUE,42,0.42,42,58,0
80,4,linCmt,vc,SEX,cat,100,TRUE,99,0.99,99,1,0
80,4,linCmt,cl,BMI,lin,2,FALSE,2,1,0,0,2
80,4,linCmt,cl,BMI,power,3,FALSE,3,1,0,0,3
80,4,linCmt,cl,BW,power,3,FALSE,3,1,0,0,3
80,4,linCmt,cl,CrCL,lin,5,FALSE,5,1,0,0,5
80,4,linCmt,cl,CrCL,power,3,FALSE,3,1,0,0,3
80,4,linCmt,cl,RACE,cat,6,FALSE,6,1,0,0,6
80,4,linCmt,cl,SEX,cat,5,FALSE,5,1,0,0,5
80,4,linCmt,vc,BMI,lin,6,FALSE,6,1,0,0,6
80,4,linCmt,vc,BMI,power,9,FALSE,9,1,0,0,9
80,4,linCmt,vc,BW,lin,45,FALSE,45,1,0,0,45
80,4,linCmt,vc,CrCL,lin,2,FALSE,2,1,0,0,2
80,4,linCmt,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,4,linCmt,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,4,ode,vc,BW,power,100,TRUE,43,0.43,43,57,0
80,4,ode,vc,SEX,cat,100,TRUE,99,0.99,99,1,0
80,4,ode,cl,BMI,lin,2,FALSE,2,1,0,0,2
80,4,ode,cl,BMI,power,3,FALSE,3,1,0,0,3
80,4,ode,cl,BW,power,3,FALSE,3,1,0,0,3
80,4,ode,cl,CrCL,lin,5,FALSE,5,1,0,0,5
80,4,ode,cl,CrCL,power,3,FALSE,3,1,0,0,3
80,4,ode,cl,RACE,cat,6,FALSE,6,1,0,0,6
80,4,ode,cl,SEX,cat,5,FALSE,5,1,0,0,5
80,4,ode,vc,BMI,lin,6,FALSE,6,1,0,0,6
80,4,ode,vc,BMI,power,9,FALSE,9,1,0,0,9
80,4,ode,vc,BW,lin,44,FALSE,44,1,0,0,44
80,4,ode,vc,CrCL,lin,2,FALSE,2,1,0,0,2
80,4,ode,vc,CrCL,power,2,FALSE,2,1,0,0,2
80,4,ode,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,5,linCmt,cl,CrCL,power,100,TRUE,81,0.81,81,19,0
80,5,linCmt,cl,BMI,lin,4,FALSE,4,1,0,0,4
80,5,linCmt,cl,BMI,power,2,FALSE,2,1,0,0,2
80,5,linCmt,cl,BW,lin,1,FALSE,1,1,0,0,1
80,5,linCmt,cl,BW,power,3,FALSE,3,1,0,0,3
80,5,linCmt,cl,CrCL,lin,19,FALSE,19,1,0,0,19
80,5,linCmt,cl,RACE,cat,1,FALSE,1,1,0,0,1
80,5,linCmt,cl,SEX,cat,5,FALSE,5,1,0,0,5
80,5,linCmt,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,5,linCmt,vc,BMI,power,1,FALSE,1,1,0,0,1
80,5,linCmt,vc,CrCL,lin,1,FALSE,1,1,0,0,1
80,5,linCmt,vc,CrCL,power,6,FALSE,6,1,0,0,6
80,5,linCmt,vc,RACE,cat,2,FALSE,2,1,0,0,2
80,5,linCmt,vc,SEX,cat,1,FALSE,1,1,0,0,1
80,5,ode,cl,CrCL,power,100,TRUE,81,0.81,81,19,0
80,5,ode,cl,BMI,lin,4,FALSE,4,1,0,0,4
80,5,ode,cl,BMI,power,2,FALSE,2,1,0,0,2
80,5,ode,cl,BW,lin,1,FALSE,1,1,0,0,1
80,5,ode,cl,BW,power,3,FALSE,3,1,0,0,3
80,5,ode,cl,CrCL,lin,19,FALSE,19,1,0,0,19
80,5,ode,cl,RACE,cat,1,FALSE,1,1,0,0,1
80,5,ode,cl,SEX,cat,5,FALSE,5,1,0,0,5
80,5,ode,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,5,ode,vc,BMI,power,1,FALSE,1,1,0,0,1
80,5,ode,vc,CrCL,power,6,FALSE,6,1,0,0,6
80,5,ode,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,6,linCmt,cl,CrCL,power,100,TRUE,85,0.85,85,15,0
80,6,linCmt,vc,SEX,cat,100,TRUE,99,0.99,99,1,0
80,6,linCmt,cl,BMI,power,3,FALSE,3,1,0,0,3
80,6,linCmt,cl,BW,lin,3,FALSE,3,1,0,0,3
80,6,linCmt,cl,BW,power,1,FALSE,1,1,0,0,1
80,6,linCmt,cl,CrCL,lin,15,FALSE,15,1,0,0,15
80,6,linCmt,cl,RACE,cat,3,FALSE,3,1,0,0,3
80,6,linCmt,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,6,linCmt,vc,BMI,lin,2,FALSE,2,1,0,0,2
80,6,linCmt,vc,BMI,power,1,FALSE,1,1,0,0,1
80,6,linCmt,vc,BW,power,2,FALSE,2,1,0,0,2
80,6,linCmt,vc,CrCL,lin,3,FALSE,3,1,0,0,3
80,6,linCmt,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,6,linCmt,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,6,ode,cl,CrCL,power,100,TRUE,85,0.85,85,15,0
80,6,ode,vc,SEX,cat,100,TRUE,99,0.99,99,1,0
80,6,ode,cl,BMI,power,3,FALSE,3,1,0,0,3
80,6,ode,cl,BW,lin,3,FALSE,3,1,0,0,3
80,6,ode,cl,BW,power,1,FALSE,1,1,0,0,1
80,6,ode,cl,CrCL,lin,15,FALSE,15,1,0,0,15
80,6,ode,cl,RACE,cat,3,FALSE,3,1,0,0,3
80,6,ode,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,6,ode,vc,BMI,lin,2,FALSE,2,1,0,0,2
80,6,ode,vc,BMI,power,1,FALSE,1,1,0,0,1
80,6,ode,vc,BW,power,2,FALSE,2,1,0,0,2
80,6,ode,vc,CrCL,lin,3,FALSE,3,1,0,0,3
80,6,ode,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,6,ode,vc,RACE,cat,3,FALSE,3,1,0,0,3
80,7,linCmt,cl,CrCL,power,100,TRUE,79,0.79,79,21,0
80,7,linCmt,vc,BW,power,100,TRUE,56,0.56,56,44,0
80,7,linCmt,cl,BMI,lin,4,FALSE,4,1,0,0,4
80,7,linCmt,cl,BMI,power,1,FALSE,1,1,0,0,1
80,7,linCmt,cl,BW,lin,4,FALSE,4,1,0,0,4
80,7,linCmt,cl,BW,power,2,FALSE,2,1,0,0,2
80,7,linCmt,cl,CrCL,lin,20,FALSE,20,1,0,0,20
80,7,linCmt,cl,RACE,cat,2,FALSE,2,1,0,0,2
80,7,linCmt,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,7,linCmt,vc,BMI,lin,7,FALSE,7,1,0,0,7
80,7,linCmt,vc,BMI,power,8,FALSE,8,1,0,0,8
80,7,linCmt,vc,BW,lin,35,FALSE,35,1,0,0,35
80,7,linCmt,vc,CrCL,lin,4,FALSE,4,1,0,0,4
80,7,linCmt,vc,CrCL,power,2,FALSE,2,1,0,0,2
80,7,linCmt,vc,RACE,cat,5,FALSE,5,1,0,0,5
80,7,linCmt,vc,SEX,cat,2,FALSE,2,1,0,0,2
80,7,ode,cl,CrCL,power,100,TRUE,79,0.79,79,21,0
80,7,ode,vc,BW,power,100,TRUE,56,0.56,56,44,0
80,7,ode,cl,BMI,lin,3,FALSE,3,1,0,0,3
80,7,ode,cl,BMI,power,1,FALSE,1,1,0,0,1
80,7,ode,cl,BW,lin,3,FALSE,3,1,0,0,3
80,7,ode,cl,BW,power,2,FALSE,2,1,0,0,2
80,7,ode,cl,CrCL,lin,20,FALSE,20,1,0,0,20
80,7,ode,cl,RACE,cat,3,FALSE,3,1,0,0,3
80,7,ode,cl,SEX,cat,2,FALSE,2,1,0,0,2
80,7,ode,vc,BMI,lin,8,FALSE,8,1,0,0,8
80,7,ode,vc,BMI,power,8,FALSE,8,1,0,0,8
80,7,ode,vc,BW,lin,34,FALSE,34,1,0,0,34
80,7,ode,vc,CrCL,lin,4,FALSE,4,1,0,0,4
80,7,ode,vc,CrCL,power,2,FALSE,2,1,0,0,2
80,7,ode,vc,RACE,cat,5,FALSE,5,1,0,0,5
80,7,ode,vc,SEX,cat,3,FALSE,3,1,0,0,3
80,8,linCmt,cl,CrCL,power,100,TRUE,81,0.81,81,19,0
80,8,linCmt,vc,BW,power,100,TRUE,49,0.49,49,51,0
80,8,linCmt,vc,SEX,cat,100,TRUE,98,0.98,98,2,0
80,8,linCmt,cl,BMI,lin,1,FALSE,1,1,0,0,1
80,8,linCmt,cl,BMI,power,2,FALSE,2,1,0,0,2
80,8,linCmt,cl,BW,lin,1,FALSE,1,1,0,0,1
80,8,linCmt,cl,BW,power,5,FALSE,5,1,0,0,5
80,8,linCmt,cl,CrCL,lin,19,FALSE,19,1,0,0,19
80,8,linCmt,cl,RACE,cat,2,FALSE,2,1,0,0,2
80,8,linCmt,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,8,linCmt,vc,BMI,lin,6,FALSE,6,1,0,0,6
80,8,linCmt,vc,BMI,power,12,FALSE,12,1,0,0,12
80,8,linCmt,vc,BW,lin,35,FALSE,35,1,0,0,35
80,8,linCmt,vc,CrCL,lin,5,FALSE,5,1,0,0,5
80,8,linCmt,vc,CrCL,power,4,FALSE,4,1,0,0,4
80,8,linCmt,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,8,ode,cl,CrCL,power,100,TRUE,80,0.8,80,20,0
80,8,ode,vc,BW,power,100,TRUE,48,0.48,48,52,0
80,8,ode,vc,SEX,cat,100,TRUE,98,0.98,98,2,0
80,8,ode,cl,BMI,lin,1,FALSE,1,1,0,0,1
80,8,ode,cl,BMI,power,2,FALSE,2,1,0,0,2
80,8,ode,cl,BW,lin,1,FALSE,1,1,0,0,1
80,8,ode,cl,BW,power,5,FALSE,5,1,0,0,5
80,8,ode,cl,CrCL,lin,20,FALSE,20,1,0,0,20
80,8,ode,cl,RACE,cat,2,FALSE,2,1,0,0,2
80,8,ode,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,8,ode,vc,BMI,lin,6,FALSE,6,1,0,0,6
80,8,ode,vc,BMI,power,13,FALSE,13,1,0,0,13
80,8,ode,vc,BW,lin,35,FALSE,35,1,0,0,35
80,8,ode,vc,CrCL,lin,4,FALSE,4,1,0,0,4
80,8,ode,vc,CrCL,power,4,FALSE,4,1,0,0,4
80,8,ode,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,9,linCmt,cl,BW,power,100,TRUE,50,0.5,50,50,0
80,9,linCmt,cl,BMI,lin,7,FALSE,7,1,0,0,7
80,9,linCmt,cl,BMI,power,9,FALSE,9,1,0,0,9
80,9,linCmt,cl,BW,lin,36,FALSE,36,1,0,0,36
80,9,linCmt,cl,CrCL,lin,3,FALSE,3,1,0,0,3
80,9,linCmt,cl,CrCL,power,4,FALSE,4,1,0,0,4
80,9,linCmt,cl,RACE,cat,9,FALSE,9,1,0,0,9
80,9,linCmt,cl,SEX,cat,8,FALSE,8,1,0,0,8
80,9,linCmt,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,9,linCmt,vc,BMI,power,4,FALSE,4,1,0,0,4
80,9,linCmt,vc,BW,lin,2,FALSE,2,1,0,0,2
80,9,linCmt,vc,BW,power,2,FALSE,2,1,0,0,2
80,9,linCmt,vc,CrCL,power,2,FALSE,2,1,0,0,2
80,9,linCmt,vc,RACE,cat,6,FALSE,6,1,0,0,6
80,9,ode,cl,BW,power,100,TRUE,51,0.51,51,49,0
80,9,ode,cl,BMI,lin,7,FALSE,7,1,0,0,7
80,9,ode,cl,BMI,power,9,FALSE,9,1,0,0,9
80,9,ode,cl,BW,lin,35,FALSE,35,1,0,0,35
80,9,ode,cl,CrCL,lin,3,FALSE,3,1,0,0,3
80,9,ode,cl,CrCL,power,4,FALSE,4,1,0,0,4
80,9,ode,cl,RACE,cat,9,FALSE,9,1,0,0,9
80,9,ode,cl,SEX,cat,8,FALSE,8,1,0,0,8
80,9,ode,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,9,ode,vc,BMI,power,4,FALSE,4,1,0,0,4
80,9,ode,vc,BW,lin,2,FALSE,2,1,0,0,2
80,9,ode,vc,BW,power,2,FALSE,2,1,0,0,2
80,9,ode,vc,CrCL,power,2,FALSE,2,1,0,0,2
80,9,ode,vc,RACE,cat,7,FALSE,7,1,0,0,7
80,10,linCmt,cl,BW,power,100,TRUE,55,0.55,55,45,0
80,10,linCmt,vc,SEX,cat,100,TRUE,100,1,100,0,0
80,10,linCmt,cl,BMI,lin,5,FALSE,5,1,0,0,5
80,10,linCmt,cl,BMI,power,9,FALSE,9,1,0,0,9
80,10,linCmt,cl,BW,lin,32,FALSE,32,1,0,0,32
80,10,linCmt,cl,CrCL,lin,4,FALSE,4,1,0,0,4
80,10,linCmt,cl,CrCL,power,1,FALSE,1,1,0,0,1
80,10,linCmt,cl,RACE,cat,4,FALSE,4,1,0,0,4
80,10,linCmt,cl,SEX,cat,8,FALSE,8,1,0,0,8
80,10,linCmt,vc,BMI,lin,1,FALSE,1,1,0,0,1
80,10,linCmt,vc,BMI,power,1,FALSE,1,1,0,0,1
80,10,linCmt,vc,BW,lin,1,FALSE,1,1,0,0,1
80,10,linCmt,vc,BW,power,3,FALSE,3,1,0,0,3
80,10,linCmt,vc,CrCL,lin,2,FALSE,2,1,0,0,2
80,10,linCmt,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,10,linCmt,vc,RACE,cat,4,FALSE,4,1,0,0,4
80,10,ode,cl,BW,power,100,TRUE,57,0.57,57,43,0
