sample_N,scenario,structure,estimator,outer_opt,var,covar,shape,n_datasets,is_true,n_detected,detection_rate,n_TP,n_FN,n_FP
80,13,linCmt,focei,bobyqa,cl,SEX,cat,2,FALSE,2,1,0,0,2
80,13,linCmt,focei,bobyqa,vc,BMI,power,3,FALSE,3,1,0,0,3
80,13,linCmt,focei,bobyqa,vc,BW,power,1,FALSE,1,1,0,0,1
80,13,linCmt,focei,bobyqa,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,13,linCmt,focei,bobyqa,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,13,ode,focei,bobyqa,cl,BW,power,100,TRUE,82,0.82,82,18,0
80,13,ode,focei,bobyqa,cl,CrCL,power,100,TRUE,94,0.94,94,6,0
80,13,ode,focei,bobyqa,cl,BMI,power,10,FALSE,10,1,0,0,10
80,13,ode,focei,bobyqa,cl,RACE,cat,1,FALSE,1,1,0,0,1
80,13,ode,focei,bobyqa,vc,BMI,power,1,FALSE,1,1,0,0,1
80,13,ode,focei,bobyqa,vc,BW,power,1,FALSE,1,1,0,0,1
80,13,ode,focei,bobyqa,vc,CrCL,power,4,FALSE,4,1,0,0,4
80,13,ode,focei,bobyqa,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,14,linCmt,focei,bobyqa,cl,BW,power,100,TRUE,87,0.87,87,13,0
80,14,linCmt,focei,bobyqa,cl,CrCL,power,100,TRUE,98,0.98,98,2,0
80,14,linCmt,focei,bobyqa,vc,SEX,cat,100,TRUE,99,0.99,99,1,0
80,14,linCmt,focei,bobyqa,cl,BMI,power,8,FALSE,8,1,0,0,8
80,14,linCmt,focei,bobyqa,cl,RACE,cat,1,FALSE,1,1,0,0,1
80,14,linCmt,focei,bobyqa,cl,SEX,cat,1,FALSE,1,1,0,0,1
80,14,linCmt,focei,bobyqa,vc,BMI,power,1,FALSE,1,1,0,0,1
80,14,linCmt,focei,bobyqa,vc,BW,power,2,FALSE,2,1,0,0,2
80,14,ode,focei,bobyqa,cl,BW,power,100,TRUE,86,0.86,86,14,0
80,14,ode,focei,bobyqa,cl,CrCL,power,100,TRUE,91,0.91,91,9,0
80,14,ode,focei,bobyqa,vc,SEX,cat,100,TRUE,97,0.97,97,3,0
80,14,ode,focei,bobyqa,cl,BMI,power,9,FALSE,9,1,0,0,9
80,14,ode,focei,bobyqa,cl,SEX,cat,2,FALSE,2,1,0,0,2
80,14,ode,focei,bobyqa,vc,BW,power,2,FALSE,2,1,0,0,2
80,15,linCmt,focei,bobyqa,cl,BW,power,100,TRUE,83,0.83,83,17,0
80,15,linCmt,focei,bobyqa,cl,CrCL,power,100,TRUE,94,0.94,94,6,0
80,15,linCmt,focei,bobyqa,vc,BW,power,100,TRUE,90,0.9,90,10,0
80,15,linCmt,focei,bobyqa,cl,BMI,power,13,FALSE,13,1,0,0,13
80,15,linCmt,focei,bobyqa,cl,RACE,cat,3,FALSE,3,1,0,0,3
80,15,linCmt,focei,bobyqa,cl,SEX,cat,2,FALSE,2,1,0,0,2
80,15,linCmt,focei,bobyqa,vc,BMI,power,11,FALSE,11,1,0,0,11
80,15,linCmt,focei,bobyqa,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,15,linCmt,focei,bobyqa,vc,SEX,cat,2,FALSE,2,1,0,0,2
80,15,ode,focei,bobyqa,cl,BW,power,100,TRUE,80,0.8,80,20,0
80,15,ode,focei,bobyqa,cl,CrCL,power,100,TRUE,93,0.93,93,7,0
80,15,ode,focei,bobyqa,vc,BW,power,100,TRUE,86,0.86,86,14,0
80,15,ode,focei,bobyqa,cl,BMI,power,13,FALSE,13,1,0,0,13
80,15,ode,focei,bobyqa,cl,RACE,cat,2,FALSE,2,1,0,0,2
80,15,ode,focei,bobyqa,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,15,ode,focei,bobyqa,vc,BMI,power,11,FALSE,11,1,0,0,11
80,15,ode,focei,bobyqa,vc,CrCL,power,3,FALSE,3,1,0,0,3
80,15,ode,focei,bobyqa,vc,RACE,cat,2,FALSE,2,1,0,0,2
80,15,ode,focei,bobyqa,vc,SEX,cat,3,FALSE,3,1,0,0,3
80,16,linCmt,focei,bobyqa,cl,BW,power,100,TRUE,77,0.77,77,23,0
80,16,linCmt,focei,bobyqa,cl,CrCL,power,100,TRUE,96,0.96,96,4,0
80,16,linCmt,focei,bobyqa,vc,BW,power,100,TRUE,94,0.94,94,6,0
80,16,linCmt,focei,bobyqa,vc,SEX,cat,100,TRUE,94,0.94,94,6,0
80,16,linCmt,focei,bobyqa,cl,BMI,power,15,FALSE,15,1,0,0,15
80,16,linCmt,focei,bobyqa,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,16,linCmt,focei,bobyqa,vc,BMI,power,10,FALSE,10,1,0,0,10
80,16,linCmt,focei,bobyqa,vc,RACE,cat,1,FALSE,1,1,0,0,1
80,16,ode,focei,bobyqa,cl,BW,power,100,TRUE,76,0.76,76,24,0
80,16,ode,focei,bobyqa,cl,CrCL,power,100,TRUE,94,0.94,94,6,0
80,16,ode,focei,bobyqa,vc,BW,power,100,TRUE,91,0.91,91,9,0
80,16,ode,focei,bobyqa,vc,SEX,cat,100,TRUE,93,0.93,93,7,0
80,16,ode,focei,bobyqa,cl,BMI,power,16,FALSE,16,1,0,0,16
80,16,ode,focei,bobyqa,cl,RACE,cat,2,FALSE,2,1,0,0,2
80,16,ode,focei,bobyqa,cl,SEX,cat,3,FALSE,3,1,0,0,3
80,16,ode,focei,bobyqa,vc,BMI,power,13,FALSE,13,1,0,0,13
80,16,ode,focei,bobyqa,vc,RACE,cat,2,FALSE,2,1,0,0,2
