sample_N,scenario,structure,estimator,outer_opt,n_total,n_ok_status,Converged_pct,ConvergedStrict_pct,CovStep_pct,CovDone_pct,CNBelowCutoff_pct,MinSuc_pct,EstBnd_pct,MedCN,MaxCN,P90CN,MedObjF,MedNSelected,MedWallBase_sec,MedWallScm_sec,MedWallRefit_sec,MedWallTotal_sec,MedWallTotal_min,MedCpuTotal_sec,MedHogFactor,scm_workers,rx_threads
80,1,linCmt,focei,bobyqa,100,100,100,100,100,100,100,100,NA,2.838571360624805,6.658085084184696,4.079816067289619,-4419.387811470688,0,12.6145,115.0003342628479,6.829024791717529,133.90489496803283,2.231748249467214,6.3235,0.04678448809190681,3,1
80,1,ode,focei,bobyqa,100,100,100,100,100,100,100,100,NA,2.836061489986146,7.053798069720466,4.108969621142437,-4419.363141003586,0,21.1435,120.59910523891449,28.660154581069946,171.31020850276946,2.8551701417128243,28.018,0.16249886131594005,3,1
80,2,linCmt,focei,bobyqa,100,100,100,100,100,100,100,100,NA,7.347249501244792,16.583932077956806,10.328125787453699,-4433.472772878929,1,12.1985,235.751366853714,8.47296130657196,258.0690496053695,4.3011508267561585,7.635,0.029494728627751623,3,1
80,2,ode,focei,bobyqa,100,100,100,100,100,100,100,100,NA,7.419111744668374,15.760463886311223,10.407259198052964,-4433.446104816243,1,22.408,264.83534002304077,34.669031620025635,323.0661009054184,5.384435015090307,34.308,0.10783386405400947,3,1
80,3,linCmt,focei,bobyqa,99,99,100,100,100,100,100,100,NA,4.633432261420026,45.36214106799236,7.166199278101684,-4431.422852703217,1,15.62,217.156574010849,8.403862237930298,246.48432995224,4.1080721658706665,7.728999999999999,0.03117376719146526,3,1
80,3,ode,focei,bobyqa,100,100,100,100,100,100,100,100,NA,4.795521821093905,39.22588075922041,7.452811409033596,-4430.167358380522,1,22.044500000000003,274.5717113018036,37.63788974285126,338.78546098136906,5.646424349689484,37.1405,0.10981004258928796,3,1
80,4,linCmt,focei,bobyqa,100,100,100,100,100,100,100,100,NA,8.927126182885475,37.555178696025536,12.532949934004026,-4441.480155759169,2,23.7305,336.4063937664032,9.894860982894897,368.30499534225464,6.138416589037577,9.081500000000002,0.024429809000168275,3,1
80,4,ode,focei,bobyqa,100,100,100,100,100,100,100,100,NA,8.873255334030983,33.893627363897814,11.889521688278391,-4440.254054305155,2,20.911,395.84676599502563,44.48857867717743,459.24975206756596,7.654162534459433,44.0115,0.09488101299688276,3,1
80,5,linCmt,focei,bobyqa,100,100,100,100,100,100,100,100,NA,3.235782304214638,7.041611116358286,4.60688429181699,-4448.186528707546,1,21.599,198.59749972820282,8.580954670906067,224.1607318954468,3.7360121982574466,7.9985,0.035108702408569475,3,1
80,5,ode,focei,bobyqa,100,100,100,100,100,100,100,100,NA,3.3107893364917595,8.764731974878059,4.797616758466647,-4448.181067427584,1,21.109,225.8165510892868,37.968984603881836,285.0195298280716,4.750325497134527,37.544,0.12917451866747634,3,1
